epoch,train_loss,val_loss,val_auc,val_rmse_log
0,3.281875149285322,0.5412680992619758,0.5459539619768492,0.7357092499732971
1,0.6816626351372193,0.5216067696331619,0.5,0.7222234606742859
2,0.616321853280174,0.500997764455627,0.5,0.7078119516372681
3,0.568589428262246,0.4986574849066549,0.5,0.706156849861145
4,0.5337396764267007,0.4924558171837605,0.5,0.7017519474029541
5,0.5132499899098703,0.4912521351419456,0.5,0.7008938193321228
6,0.5054984509809679,0.4818138136453271,0.5,0.6941280961036682
7,0.5013168776381299,0.48045356415239165,0.5,0.6931475400924683
8,0.4984863813777309,0.47961214833712923,0.5,0.6925402879714966
9,0.495102844540025,0.4774439190247883,0.5,0.690973162651062
10,0.49223790640799786,0.48313326994668754,0.5,0.6950778961181641
11,0.48803799657773417,0.47492015503694085,0.5,0.689144492149353
12,0.485766250890266,0.4677982086661167,0.5,0.6839577555656433
13,0.4845166569439999,0.466293273484193,0.5,0.6828566789627075
14,0.48176769357941074,0.4641625722358735,0.5,0.6812947392463684
15,0.4794882806884999,0.4580777189420088,0.5,0.6768144369125366
16,0.4776999351210105,0.45849682477491566,0.5,0.6771239042282104
17,0.4760408171814682,0.4547956097425351,0.5,0.6743853688240051
18,0.4752974711057791,0.4592704004155752,0.5,0.6776949167251587
19,0.4728711836763917,0.4669057915566735,0.5,0.6833050847053528
20,0.4712275300849319,0.4548343281274004,0.5,0.6744140982627869
21,0.46977412485208814,0.4556009040809533,0.5,0.6749821901321411
22,0.46891636767340167,0.4524148078897711,0.5,0.6726178526878357
23,0.46917080465139616,0.4469299355312948,0.5,0.6685281991958618
24,0.4673469939933214,0.4531828426515974,0.5,0.6731885671615601
25,0.4654519045317227,0.44790871300616647,0.5,0.669259786605835
26,0.4654643721994781,0.44561856652292225,0.5,0.6675466299057007
27,0.46375424748245525,0.4523657530582206,0.5,0.6725813746452332
28,0.4644778025318878,0.4435951246116503,0.5,0.6660293936729431
29,0.46216129338156914,0.44412382242342474,0.5,0.6664261817932129
30,0.4622226010583871,0.44976922604194725,0.5,0.670648455619812
31,0.4608100849228955,0.44840956249140373,0.5,0.6696339249610901
32,0.4608820125917853,0.44373128887101343,0.5,0.6661316156387329
33,0.4595266730955293,0.4432275071141863,0.5,0.6657533645629883
34,0.459595746604677,0.4399803201120076,0.5,0.6633101105690002
35,0.4596229321326491,0.4428565549733608,0.5,0.6654746532440186
36,0.4597830183526926,0.44237103286935,0.5,0.6651098132133484
37,0.45782446107542335,0.4404844805396162,0.5,0.6636900305747986
38,0.4576445830267922,0.44186005249061217,0.5,0.6647254824638367
39,0.45626320185504293,0.44306918675265283,0.5,0.6656344532966614
40,0.45810949022767106,0.4419545099593432,0.5,0.6647966504096985
41,0.45140605937868084,0.4377720918978111,0.5,0.6616435050964355
42,0.449600630766865,0.4359338436492325,0.5,0.6602528691291809
43,0.44859353021064424,0.4360666478834361,0.5,0.6603534817695618
44,0.4472080873283053,0.43632534556425995,0.5,0.6605492830276489
45,0.4474286975766175,0.43639618593429547,0.5,0.660602867603302
46,0.4464723722247109,0.43621791711394,0.5,0.6604679822921753
47,0.44816559226961367,0.4339213375518894,0.5,0.6587270498275757
48,0.4454960129511307,0.4355829763479708,0.5,0.6599870324134827
49,0.44619586802804495,0.43410005199920415,0.5,0.6588627099990845
